ID_Accident,Rue,Cause,Type_Vehicule,Profession_Conducteur,Gravite,Heure,Age_Conducteur,Sexe_Conducteur,Date,Annee,Mois,Mois_Nom,Jour_Semaine,Latitude,Longitude,Conditions_Meteo
ACC-00475,Carrefour Pharmacie du Soleil,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,15,66,Femme,2023-01-20,2023,1,January,Vendredi,3.8671058413609636,11.516773975142678,Pluie
ACC-00476,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,18,37,Homme,2020-04-14,2020,4,April,Mardi,3.862,11.519,Clair
ACC-00477,Carrefour Poste Centrale,Défaillance technique,Véhicule tourisme,Autre,Dommages matériels,14,18,Homme,2021-12-19,2021,12,December,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-00478,Rue Narvick,Excès de vitesse,Véhicule utilitaire,Transporteur,Dommages matériels,11,40,Homme,2021-03-14,2021,3,March,Dimanche,3.8654733025149355,11.519040752498785,Pluie
ACC-00479,Rue de Natchigal,Utilisation du téléphone,Véhicule utilitaire,Particulier,Dommages matériels,18,27,Homme,2024-03-01,2024,3,March,Vendredi,3.862,11.519,Pluie
ACC-00480,Carrefour Pharmacie du Soleil,Infrastructure déficiente,Véhicule tourisme,Particulier,Dommages matériels,17,42,Homme,2023-09-13,2023,9,September,Mercredi,3.8671058413609636,11.516773975142678,Brouillard
ACC-00481,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Moto,Chauffeur professionnel,Dommages matériels,21,18,Homme,2021-10-12,2021,10,October,Mardi,3.866,11.518,Brouillard
ACC-00482,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,20,18,Homme,2024-04-13,2024,4,April,Samedi,3.866,11.518,Clair
ACC-00483,Carrefour Pharmacie du Soleil,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,16,30,Femme,2021-05-23,2021,5,May,Dimanche,3.8671058413609636,11.516773975142678,Brouillard
ACC-00484,Avenue Amadou Ahidjo,Utilisation du téléphone,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,15,59,Homme,2020-09-07,2020,9,September,Lundi,3.866,11.518,Clair
ACC-00485,Avenue Kennedy,Conduite en état d'ébriété,Véhicule utilitaire,Particulier,Dommages matériels,1,18,Homme,2022-08-22,2022,8,August,Lundi,3.8642101789934955,11.520199466831677,Brouillard
ACC-00486,Rue de Natchigal,Infrastructure déficiente,Bus,Transporteur,Blessures corporelles,18,30,Femme,2023-04-29,2023,4,April,Samedi,3.862,11.519,Pluie
ACC-00487,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Transporteur,Dommages matériels,18,18,Homme,2020-02-16,2020,2,February,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-00488,Carrefour J'aime mon pays,Conduite en état d'ébriété,Véhicule utilitaire,Particulier,Blessures corporelles,16,39,Femme,2022-05-28,2022,5,May,Samedi,3.8659711733356867,11.515636718507722,Pluie
ACC-00489,Rue de Natchigal,Utilisation du téléphone,Taxi,Transporteur,Dommages matériels,16,38,Homme,2023-06-28,2023,6,June,Mercredi,3.862,11.519,Clair
ACC-00490,Rue de Natchigal,Défaillance technique,Moto,Transporteur,Dommages matériels,17,18,Homme,2022-10-14,2022,10,October,Vendredi,3.862,11.519,Clair
ACC-00491,Carrefour Pharmacie du Soleil,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,11,54,Homme,2022-02-13,2022,2,February,Dimanche,3.8671058413609636,11.516773975142678,Clair
ACC-00492,Avenue Amadou Ahidjo,Utilisation du téléphone,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,13,18,Homme,2022-06-03,2022,6,June,Vendredi,3.866,11.518,Brouillard
ACC-00493,Carrefour J'aime mon pays,Non-respect des priorités,Taxi,Particulier,Dommages matériels,15,58,Homme,2020-03-04,2020,3,March,Mercredi,3.8659711733356867,11.515636718507722,Clair
ACC-00494,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,12,55,Homme,2020-11-15,2020,11,November,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-00495,Carrefour Pharmacie du Soleil,Excès de vitesse,Taxi,Chauffeur professionnel,Dommages matériels,17,39,Homme,2022-05-09,2022,5,May,Lundi,3.8671058413609636,11.516773975142678,Brouillard
ACC-00496,Boulevard du 20 Mai,Défaillance technique,Véhicule tourisme,Particulier,Dommages matériels,17,48,Homme,2022-02-18,2022,2,February,Vendredi,3.864269053436714,11.517238307980946,Clair
ACC-00497,Avenue Kennedy,Excès de vitesse,Taxi,Chauffeur professionnel,Dommages matériels,16,32,Homme,2024-03-27,2024,3,March,Mercredi,3.8642101789934955,11.520199466831677,Brouillard
ACC-00498,Carrefour Poste Centrale,Excès de vitesse,Moto,Particulier,Dommages matériels,12,18,Homme,2023-08-08,2023,8,August,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-00499,Rue de Natchigal,Excès de vitesse,Taxi,Autre,Dommages matériels,19,38,Femme,2020-01-29,2020,1,January,Mercredi,3.862,11.519,Clair
ACC-00500,Rue de Natchigal,Défaillance technique,Taxi,Chauffeur professionnel,Dommages matériels,5,18,Homme,2024-08-01,2024,8,August,Jeudi,3.862,11.519,Clair
ACC-00501,Avenue Amadou Ahidjo,Non-respect des priorités,Taxi,Particulier,Dommages matériels,19,34,Femme,2021-03-12,2021,3,March,Vendredi,3.866,11.518,Nuit
ACC-00502,Rue Narvick,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,20,18,Homme,2024-06-08,2024,6,June,Samedi,3.8654733025149355,11.519040752498785,Clair
ACC-00503,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,20,49,Homme,2024-05-28,2024,5,May,Mardi,3.8659711733356867,11.515636718507722,Clair
ACC-00504,Avenue de l'Indépendance,Non-respect des priorités,Taxi,Autre,Dommages matériels,14,40,Homme,2022-02-01,2022,2,February,Mardi,3.863,11.521,Pluie
ACC-00505,Avenue Amadou Ahidjo,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,18,45,Homme,2022-01-05,2022,1,January,Mercredi,3.866,11.518,Brouillard
ACC-00506,Carrefour Poste Centrale,Défaillance technique,Véhicule tourisme,Particulier,Dommages matériels,14,40,Femme,2022-12-06,2022,12,December,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-00507,Rue de Natchigal,Défaillance technique,Taxi,Transporteur,Dommages matériels,18,63,Homme,2023-12-11,2023,12,December,Lundi,3.862,11.519,Pluie
ACC-00508,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,16,50,Homme,2024-06-04,2024,6,June,Mardi,3.863,11.521,Pluie
ACC-00509,Rue de Natchigal,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,14,60,Homme,2021-03-26,2021,3,March,Vendredi,3.862,11.519,Clair
ACC-00510,Avenue Amadou Ahidjo,Excès de vitesse,Taxi,Chauffeur professionnel,Dommages matériels,19,21,Homme,2021-09-24,2021,9,September,Vendredi,3.866,11.518,Clair
ACC-00511,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Véhicule tourisme,Transporteur,Dommages matériels,17,26,Homme,2024-04-27,2024,4,April,Samedi,3.866,11.518,Clair
ACC-00512,Boulevard du 20 Mai,Excès de vitesse,Moto,Particulier,Dommages matériels,17,18,Homme,2024-08-08,2024,8,August,Jeudi,3.864269053436714,11.517238307980946,Clair
ACC-00513,Rue de Natchigal,Excès de vitesse,Moto,Particulier,Dommages matériels,17,29,Homme,2023-01-02,2023,1,January,Lundi,3.862,11.519,Pluie
ACC-00514,Rue de Natchigal,Conduite en état d'ébriété,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,18,34,Homme,2022-12-12,2022,12,December,Lundi,3.862,11.519,Clair
ACC-00515,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,8,41,Homme,2020-08-20,2020,8,August,Jeudi,3.861742800875151,11.520971943019246,Clair
ACC-00516,Carrefour Poste Centrale,Excès de vitesse,Véhicule utilitaire,Transporteur,Dommages matériels,18,27,Homme,2020-07-18,2020,7,July,Samedi,3.861742800875151,11.520971943019246,Clair
ACC-00517,Boulevard du 20 Mai,Utilisation du téléphone,Moto,Particulier,Dommages matériels,15,46,Homme,2021-11-04,2021,11,November,Jeudi,3.864269053436714,11.517238307980946,Clair
ACC-00518,Avenue de l'Indépendance,Conduite en état d'ébriété,Véhicule utilitaire,Particulier,Dommages matériels,17,44,Homme,2021-07-02,2021,7,July,Vendredi,3.863,11.521,Clair
ACC-00519,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,7,27,Femme,2022-07-25,2022,7,July,Lundi,3.862,11.519,Brouillard
ACC-00520,Carrefour Poste Centrale,Utilisation du téléphone,Taxi,Autre,Dommages matériels,22,20,Homme,2020-04-06,2020,4,April,Lundi,3.861742800875151,11.520971943019246,Clair
ACC-00521,Avenue Amadou Ahidjo,Excès de vitesse,Moto,Particulier,Dommages matériels,2,35,Homme,2020-02-18,2020,2,February,Mardi,3.866,11.518,Clair
ACC-00522,Boulevard du 20 Mai,Conduite en état d'ébriété,Taxi,Transporteur,Dommages matériels,11,36,Homme,2022-06-14,2022,6,June,Mardi,3.864269053436714,11.517238307980946,Clair
ACC-00523,Rue de Natchigal,Non-respect des priorités,Taxi,Transporteur,Blessures corporelles,16,25,Homme,2021-06-05,2021,6,June,Samedi,3.862,11.519,Pluie
ACC-00524,Avenue de l'Indépendance,Excès de vitesse,Taxi,Particulier,Dommages matériels,18,31,Homme,2020-02-09,2020,2,February,Dimanche,3.863,11.521,Clair
ACC-00525,Avenue de l'Indépendance,Excès de vitesse,Taxi,Chauffeur professionnel,Dommages matériels,13,18,Homme,2022-07-02,2022,7,July,Samedi,3.863,11.521,Pluie
ACC-00526,Carrefour Pharmacie du Soleil,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,16,45,Homme,2023-03-22,2023,3,March,Mercredi,3.8671058413609636,11.516773975142678,Clair
ACC-00527,Boulevard du 20 Mai,Infrastructure déficiente,Taxi,Transporteur,Dommages matériels,19,45,Homme,2023-02-03,2023,2,February,Vendredi,3.864269053436714,11.517238307980946,Brouillard
ACC-00528,Carrefour J'aime mon pays,Non-respect des priorités,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,21,35,Homme,2021-07-06,2021,7,July,Mardi,3.8659711733356867,11.515636718507722,Nuit
ACC-00529,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Particulier,Blessures corporelles,17,46,Homme,2021-11-06,2021,11,November,Samedi,3.861742800875151,11.520971943019246,Clair
ACC-00530,Rue de Natchigal,Non-respect des priorités,Véhicule tourisme,Transporteur,Dommages matériels,16,36,Femme,2022-02-08,2022,2,February,Mardi,3.862,11.519,Pluie
ACC-00531,Avenue de l'Indépendance,Excès de vitesse,Taxi,Particulier,Dommages matériels,15,59,Femme,2020-07-29,2020,7,July,Mercredi,3.863,11.521,Clair
ACC-00532,Rue de Natchigal,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,15,18,Homme,2023-05-10,2023,5,May,Mercredi,3.862,11.519,Clair
ACC-00533,Rue de Natchigal,Utilisation du téléphone,Véhicule utilitaire,Chauffeur professionnel,Mortels,1,38,Homme,2021-03-08,2021,3,March,Lundi,3.862,11.519,Clair
ACC-00534,Rue Narvick,Excès de vitesse,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,11,48,Homme,2021-12-07,2021,12,December,Mardi,3.8654733025149355,11.519040752498785,Pluie
ACC-00535,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Transporteur,Dommages matériels,18,57,Homme,2021-07-18,2021,7,July,Dimanche,3.863,11.521,Clair
ACC-00536,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,21,46,Homme,2020-05-26,2020,5,May,Mardi,3.862,11.519,Brouillard
ACC-00537,Avenue de l'Indépendance,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,19,19,Homme,2024-03-02,2024,3,March,Samedi,3.863,11.521,Clair
ACC-00538,Carrefour J'aime mon pays,Infrastructure déficiente,Moto,Autre,Dommages matériels,18,18,Homme,2020-10-08,2020,10,October,Jeudi,3.8659711733356867,11.515636718507722,Clair
ACC-00539,Carrefour Pharmacie du Soleil,Excès de vitesse,Taxi,Particulier,Dommages matériels,21,32,Femme,2023-08-26,2023,8,August,Samedi,3.8671058413609636,11.516773975142678,Clair
ACC-00540,Carrefour Poste Centrale,Conduite en état d'ébriété,Taxi,Autre,Dommages matériels,16,40,Femme,2022-01-24,2022,1,January,Lundi,3.861742800875151,11.520971943019246,Pluie
ACC-00541,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Autre,Dommages matériels,16,49,Homme,2022-12-10,2022,12,December,Samedi,3.862,11.519,Clair
ACC-00542,Avenue Amadou Ahidjo,Infrastructure déficiente,Taxi,Particulier,Dommages matériels,20,18,Femme,2021-05-09,2021,5,May,Dimanche,3.866,11.518,Clair
ACC-00543,Carrefour J'aime mon pays,Excès de vitesse,Moto,Chauffeur professionnel,Dommages matériels,20,44,Homme,2021-02-12,2021,2,February,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-00544,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Moto,Particulier,Dommages matériels,2,18,Homme,2024-07-07,2024,7,July,Dimanche,3.866,11.518,Clair
ACC-00545,Avenue Amadou Ahidjo,Utilisation du téléphone,Taxi,Particulier,Blessures corporelles,17,23,Homme,2020-09-29,2020,9,September,Mardi,3.866,11.518,Clair
ACC-00546,Boulevard du 20 Mai,Utilisation du téléphone,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,8,47,Homme,2021-04-02,2021,4,April,Vendredi,3.864269053436714,11.517238307980946,Clair
ACC-00547,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Mortels,17,18,Homme,2023-02-17,2023,2,February,Vendredi,3.861742800875151,11.520971943019246,Clair
ACC-00548,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Blessures corporelles,18,18,Femme,2024-09-20,2024,9,September,Vendredi,3.866,11.518,Clair
ACC-00549,Carrefour Pharmacie du Soleil,Conduite en état d'ébriété,Véhicule tourisme,Autre,Dommages matériels,17,27,Homme,2020-02-15,2020,2,February,Samedi,3.8671058413609636,11.516773975142678,Clair
ACC-00550,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,5,37,Homme,2023-06-20,2023,6,June,Mardi,3.863,11.521,Pluie
ACC-00551,Carrefour Pharmacie du Soleil,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,14,18,Homme,2020-11-06,2020,11,November,Vendredi,3.8671058413609636,11.516773975142678,Clair
ACC-00552,Avenue de l'Indépendance,Conduite en état d'ébriété,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,14,34,Homme,2021-07-15,2021,7,July,Jeudi,3.863,11.521,Clair
ACC-00553,Rue Narvick,Excès de vitesse,Moto,Autre,Dommages matériels,8,28,Homme,2020-11-26,2020,11,November,Jeudi,3.8654733025149355,11.519040752498785,Pluie
ACC-00554,Rue Narvick,Excès de vitesse,Taxi,Particulier,Dommages matériels,19,52,Homme,2020-01-11,2020,1,January,Samedi,3.8654733025149355,11.519040752498785,Clair
ACC-00555,Rue de Natchigal,Non-respect des priorités,Moto,Transporteur,Dommages matériels,18,27,Homme,2022-06-26,2022,6,June,Dimanche,3.862,11.519,Nuit
ACC-00556,Boulevard du 20 Mai,Infrastructure déficiente,Véhicule utilitaire,Particulier,Dommages matériels,2,35,Homme,2023-12-18,2023,12,December,Lundi,3.864269053436714,11.517238307980946,Clair
ACC-00557,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,15,37,Homme,2022-12-07,2022,12,December,Mercredi,3.861742800875151,11.520971943019246,Brouillard
ACC-00558,Carrefour Poste Centrale,Excès de vitesse,Véhicule utilitaire,Chauffeur professionnel,Blessures corporelles,19,28,Homme,2023-11-01,2023,11,November,Mercredi,3.861742800875151,11.520971943019246,Pluie
ACC-00559,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,10,46,Homme,2024-05-10,2024,5,May,Vendredi,3.863,11.521,Brouillard
ACC-00560,Avenue Amadou Ahidjo,Infrastructure déficiente,Taxi,Particulier,Mortels,16,49,Homme,2020-01-08,2020,1,January,Mercredi,3.866,11.518,Nuit
ACC-00561,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,11,27,Homme,2022-09-10,2022,9,September,Samedi,3.866,11.518,Clair
ACC-00562,Carrefour J'aime mon pays,Excès de vitesse,Bus,Particulier,Mortels,17,39,Femme,2024-03-29,2024,3,March,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-00563,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Autre,Dommages matériels,19,21,Homme,2024-10-16,2024,10,October,Mercredi,3.861742800875151,11.520971943019246,Pluie
ACC-00564,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,18,43,Femme,2023-10-25,2023,10,October,Mercredi,3.861742800875151,11.520971943019246,Clair
ACC-00565,Boulevard du 20 Mai,Non-respect des priorités,Moto,Autre,Dommages matériels,0,38,Femme,2024-01-03,2024,1,January,Mercredi,3.864269053436714,11.517238307980946,Brouillard
ACC-00566,Avenue Kennedy,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,18,29,Femme,2024-11-15,2024,11,November,Vendredi,3.8642101789934955,11.520199466831677,Clair
ACC-00567,Boulevard du 20 Mai,Excès de vitesse,Véhicule utilitaire,Particulier,Blessures corporelles,10,39,Homme,2021-07-19,2021,7,July,Lundi,3.864269053436714,11.517238307980946,Brouillard
ACC-00568,Boulevard du 20 Mai,Infrastructure déficiente,Véhicule utilitaire,Particulier,Dommages matériels,19,43,Homme,2024-02-16,2024,2,February,Vendredi,3.864269053436714,11.517238307980946,Clair
ACC-00569,Rue de Natchigal,Excès de vitesse,Moto,Particulier,Blessures corporelles,16,53,Homme,2020-09-29,2020,9,September,Mardi,3.862,11.519,Clair
ACC-00570,Carrefour J'aime mon pays,Non-respect des priorités,Bus,Particulier,Dommages matériels,19,40,Homme,2022-07-29,2022,7,July,Vendredi,3.8659711733356867,11.515636718507722,Nuit
ACC-00571,Carrefour Pharmacie du Soleil,Utilisation du téléphone,Bus,Particulier,Dommages matériels,15,48,Femme,2022-06-19,2022,6,June,Dimanche,3.8671058413609636,11.516773975142678,Clair
ACC-00572,Avenue de l'Indépendance,Non-respect des priorités,Véhicule tourisme,Particulier,Blessures corporelles,5,63,Homme,2020-05-10,2020,5,May,Dimanche,3.863,11.521,Clair
ACC-00573,Boulevard du 20 Mai,Excès de vitesse,Moto,Particulier,Dommages matériels,15,19,Femme,2024-03-24,2024,3,March,Dimanche,3.864269053436714,11.517238307980946,Clair
ACC-00574,Avenue Amadou Ahidjo,Excès de vitesse,Taxi,Particulier,Dommages matériels,16,52,Homme,2021-12-24,2021,12,December,Vendredi,3.866,11.518,Brouillard
ACC-00575,Rue de Natchigal,Non-respect des priorités,Taxi,Transporteur,Blessures corporelles,1,21,Homme,2021-09-25,2021,9,September,Samedi,3.862,11.519,Pluie
ACC-00576,Rue de Natchigal,Défaillance technique,Véhicule tourisme,Chauffeur professionnel,Blessures corporelles,17,24,Homme,2020-04-23,2020,4,April,Jeudi,3.862,11.519,Brouillard
ACC-00577,Carrefour Poste Centrale,Infrastructure déficiente,Véhicule utilitaire,Particulier,Mortels,10,34,Homme,2021-06-15,2021,6,June,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-00578,Rue de Natchigal,Excès de vitesse,Bus,Particulier,Blessures corporelles,21,25,Homme,2024-03-02,2024,3,March,Samedi,3.862,11.519,Clair
ACC-00579,Carrefour Pharmacie du Soleil,Excès de vitesse,Moto,Particulier,Dommages matériels,11,22,Homme,2023-09-24,2023,9,September,Dimanche,3.8671058413609636,11.516773975142678,Clair
ACC-00580,Carrefour J'aime mon pays,Infrastructure déficiente,Véhicule tourisme,Particulier,Blessures corporelles,6,34,Homme,2022-11-10,2022,11,November,Jeudi,3.8659711733356867,11.515636718507722,Clair
ACC-00581,Carrefour Pharmacie du Soleil,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,15,30,Homme,2024-10-09,2024,10,October,Mercredi,3.8671058413609636,11.516773975142678,Clair
ACC-00582,Rue de Natchigal,Défaillance technique,Véhicule tourisme,Chauffeur professionnel,Mortels,18,25,Homme,2020-02-02,2020,2,February,Dimanche,3.862,11.519,Pluie
ACC-00583,Carrefour Pharmacie du Soleil,Excès de vitesse,Moto,Chauffeur professionnel,Dommages matériels,14,20,Homme,2020-05-12,2020,5,May,Mardi,3.8671058413609636,11.516773975142678,Clair
ACC-00584,Carrefour J'aime mon pays,Non-respect des priorités,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,18,56,Homme,2022-07-08,2022,7,July,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-00585,Avenue Amadou Ahidjo,Utilisation du téléphone,Taxi,Particulier,Dommages matériels,21,18,Homme,2024-09-22,2024,9,September,Dimanche,3.866,11.518,Clair
ACC-00586,Carrefour J'aime mon pays,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,19,32,Homme,2022-09-01,2022,9,September,Jeudi,3.8659711733356867,11.515636718507722,Clair
ACC-00587,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule tourisme,Autre,Dommages matériels,4,51,Homme,2020-01-26,2020,1,January,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-00588,Carrefour Poste Centrale,Excès de vitesse,Taxi,Particulier,Blessures corporelles,16,47,Homme,2023-10-19,2023,10,October,Jeudi,3.861742800875151,11.520971943019246,Clair
ACC-00589,Carrefour Poste Centrale,Non-respect des priorités,Moto,Chauffeur professionnel,Blessures corporelles,18,38,Homme,2021-08-23,2021,8,August,Lundi,3.861742800875151,11.520971943019246,Clair
ACC-00590,Carrefour Poste Centrale,Excès de vitesse,Taxi,Autre,Dommages matériels,10,25,Homme,2023-01-20,2023,1,January,Vendredi,3.861742800875151,11.520971943019246,Brouillard
ACC-00591,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule tourisme,Autre,Dommages matériels,11,34,Homme,2021-06-28,2021,6,June,Lundi,3.861742800875151,11.520971943019246,Clair
ACC-00592,Avenue Amadou Ahidjo,Infrastructure déficiente,Taxi,Particulier,Dommages matériels,19,18,Homme,2023-06-15,2023,6,June,Jeudi,3.866,11.518,Brouillard
ACC-00593,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,17,30,Homme,2020-01-18,2020,1,January,Samedi,3.861742800875151,11.520971943019246,Clair
ACC-00594,Carrefour J'aime mon pays,Défaillance technique,Bus,Autre,Dommages matériels,14,30,Homme,2023-07-21,2023,7,July,Vendredi,3.8659711733356867,11.515636718507722,Pluie
ACC-00595,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Particulier,Blessures corporelles,16,31,Homme,2022-07-22,2022,7,July,Vendredi,3.862,11.519,Clair
ACC-00596,Carrefour Pharmacie du Soleil,Non-respect des priorités,Taxi,Autre,Dommages matériels,5,23,Homme,2020-10-15,2020,10,October,Jeudi,3.8671058413609636,11.516773975142678,Clair
ACC-00597,Avenue Amadou Ahidjo,Infrastructure déficiente,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,6,18,Homme,2022-11-16,2022,11,November,Mercredi,3.866,11.518,Clair
ACC-00598,Carrefour Poste Centrale,Excès de vitesse,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,18,53,Homme,2022-03-27,2022,3,March,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-00599,Carrefour Poste Centrale,Excès de vitesse,Véhicule utilitaire,Particulier,Dommages matériels,21,50,Femme,2023-12-28,2023,12,December,Jeudi,3.861742800875151,11.520971943019246,Nuit
ACC-00600,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule utilitaire,Particulier,Dommages matériels,5,48,Homme,2020-04-17,2020,4,April,Vendredi,3.861742800875151,11.520971943019246,Pluie
ACC-00601,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Transporteur,Dommages matériels,14,40,Homme,2022-08-30,2022,8,August,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-00602,Carrefour J'aime mon pays,Utilisation du téléphone,Véhicule tourisme,Autre,Dommages matériels,7,37,Homme,2022-08-05,2022,8,August,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-00603,Carrefour Poste Centrale,Défaillance technique,Véhicule tourisme,Particulier,Dommages matériels,18,24,Homme,2022-01-07,2022,1,January,Vendredi,3.861742800875151,11.520971943019246,Clair
ACC-00604,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule utilitaire,Chauffeur professionnel,Blessures corporelles,16,26,Femme,2020-11-19,2020,11,November,Jeudi,3.861742800875151,11.520971943019246,Pluie
ACC-00605,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Transporteur,Dommages matériels,19,56,Homme,2022-05-16,2022,5,May,Lundi,3.861742800875151,11.520971943019246,Pluie
ACC-00606,Carrefour Pharmacie du Soleil,Conduite en état d'ébriété,Taxi,Particulier,Dommages matériels,18,60,Femme,2024-04-03,2024,4,April,Mercredi,3.8671058413609636,11.516773975142678,Clair
ACC-00607,Carrefour J'aime mon pays,Utilisation du téléphone,Moto,Chauffeur professionnel,Dommages matériels,17,32,Homme,2022-01-04,2022,1,January,Mardi,3.8659711733356867,11.515636718507722,Clair
ACC-00608,Boulevard du 20 Mai,Excès de vitesse,Moto,Particulier,Blessures corporelles,17,35,Homme,2022-03-03,2022,3,March,Jeudi,3.864269053436714,11.517238307980946,Clair
ACC-00609,Carrefour Pharmacie du Soleil,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,18,45,Homme,2023-02-01,2023,2,February,Mercredi,3.8671058413609636,11.516773975142678,Clair
ACC-00610,Avenue Amadou Ahidjo,Non-respect des priorités,Taxi,Transporteur,Blessures corporelles,22,36,Femme,2023-09-17,2023,9,September,Dimanche,3.866,11.518,Clair
ACC-00611,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,20,37,Homme,2023-10-17,2023,10,October,Mardi,3.861742800875151,11.520971943019246,Pluie
ACC-00612,Avenue de l'Indépendance,Excès de vitesse,Véhicule utilitaire,Particulier,Dommages matériels,18,34,Homme,2020-10-15,2020,10,October,Jeudi,3.863,11.521,Pluie
ACC-00613,Avenue Amadou Ahidjo,Utilisation du téléphone,Moto,Autre,Dommages matériels,18,20,Homme,2024-01-07,2024,1,January,Dimanche,3.866,11.518,Clair
ACC-00614,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,17,29,Homme,2022-11-26,2022,11,November,Samedi,3.861742800875151,11.520971943019246,Brouillard
ACC-00615,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,20,32,Homme,2023-10-03,2023,10,October,Mardi,3.862,11.519,Clair
ACC-00616,Rue de Natchigal,Défaillance technique,Moto,Particulier,Dommages matériels,16,18,Homme,2022-06-10,2022,6,June,Vendredi,3.862,11.519,Clair
